movieInfo,quote,star,title
导演:KátiaLund/FernandoMeirelles   主演:AlexandreRodrigues/Lea...;2002 / 巴西法国 / 犯罪剧情;;,被上帝抛弃了的上帝之城。,8,上帝之城 / Cidade de Deus / 无主之城 (港)  /  无法无天 (台)
导演:查理·卓别林CharlesChaplin   主演:查理·卓别林CharlesChaplin...;1936 / 美国 / 喜剧剧情爱情;;,大时代中的人生，小人物的悲喜。,9,"摩登时代 / Modern Times / The Masses  /  Temps modernes, Les"
导演:马克·赫门MarkHerman   主演:阿沙·巴特菲尔德AsaButterfield/...;2008 / 英国美国 / 剧情战争;;,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,8,穿条纹睡衣的男孩 / The Boy in the Striped Pajamas / 穿条纹衣服的男孩  /  穿条纹衣的男孩
导演:詹姆斯·卡梅隆JamesCameron   主演:萨姆·沃辛顿SamWorthington...;2009 / 美国英国 / 动作战争科幻冒险;;,绝对意义上的美轮美奂。,8,阿凡达 / Avatar / 天神下凡(港)  /  化身
导演:理查德·林克莱特RichardLinklater   主演:伊桑·霍克EthanHawke...;1995 / 美国奥地利瑞士 / 剧情爱情;;,缘分是个连绵词，最美不过一瞬。,8,爱在黎明破晓前 / Before Sunrise / 情留半天(港)  /  爱在黎明破晓时(台)
导演:大卫·芬奇DavidFincher   主演:本·阿弗莱克BenAffleck/罗莎蒙...;2014 / 美国 / 剧情犯罪悬疑惊悚;;,年度最佳date movie。,8,消失的爱人 / Gone Girl / 失踪的女孩  /  失踪女孩
导演:宫崎骏HayaoMiyazaki   主演:岛本须美SumiShimamoto/松田洋治Y...;1984 / 日本 / 科幻动画奇幻冒险;;,动画片的圣经。,8,风之谷 / 風の谷のナウシカ / 风谷少女  /  Kaze no tani no Naushika
导演:理查德·林克莱特RichardLinklater   主演:伊桑·霍克EthanHawke...;2004 / 美国 / 剧情爱情;;,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,8,爱在日落黄昏时 / Before Sunset / 日落巴黎(港)  /  爱在日落巴黎时(台)
导演:近藤喜文YoshifumiKondo   主演:本名阳子YoukoHonna/小林桂树K...;1995 / 日本 / 剧情爱情动画音乐;;,少女情怀总是诗。,8,侧耳倾听 / 耳をすませば / 心之谷  /  梦幻街少女
导演:今敏SatoshiKon   主演:林原惠美MegumiHayashibara/古谷彻T...;2006 / 日本 / 动画悬疑科幻惊悚;;,梦的勾结。,8,红辣椒 / パプリカ / 盗梦侦探  /  帕布莉卡
导演:程小东Siu-TungChing   主演:张国荣LeslieCheung/王祖贤JoeyW...;1987 / 香港 / 剧情爱情武侠古装;;,两张绝世的脸。 ,8,倩女幽魂 / 倩女幽魂(87版)  /  A Chinese Ghost Story
导演:托尼·凯耶TonyKaye   主演:艾德里安·布洛迪AdrienBrody/马西...;2011 / 美国 / 剧情;;,穷尽一生，我们要学会的，不过是彼此拥抱。,8,超脱 / Detachment / 人间师格(台)
导演:金秉祐Byeong-wooKim   主演:河正宇Jung-wooHa/李璟荣Kyeong-y...;2013 / 韩国 / 剧情犯罪悬疑;;,恐怖分子的“秋菊打官司”。,8,恐怖直播 / 더 테러 라이브 / 死亡“动”新闻(港)  /  恐怖攻击直播(台)
导演:迪恩·德布洛斯DeanDeBlois/克里斯·桑德斯ChrisSanders   主演:...;2010 / 美国 / 喜剧动画奇幻冒险家庭;;,和谐的生活离不开摸头与被摸头。,8,驯龙高手 / How to Train Your Dragon / 驯龙记(港)
导演:高畑勋IsaoTakahata   主演:辰己努/白石绫乃/志乃原良子;1988 / 日本 / 动画剧情战争;;,幸福是生生不息，却难以触及的远。 ,8,萤火虫之墓 / 火垂るの墓 / 再见萤火虫(港)  /  萤火挽歌
导演:史蒂文·斯皮尔伯格StevenSpielberg   主演:汤姆·汉克斯TomHanks...;2004 / 美国 / 喜剧剧情爱情;;,有时候幸福需要等一等。 ,8,幸福终点站 / The Terminal / 机场客运站(港)  /  航站情缘(台)
导演:北野武TakeshiKitano   主演:北野武TakeshiKitano/关口雄介Yus...;1999 / 日本 / 剧情喜剧;;,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,8,菊次郎的夏天 / 菊次郎の夏 / Kikujirô no natsu  /  菊次郎的夏天
导演:森淳一JunichiMori   主演:桥本爱AiHashimoto/三浦贵大Takahir...;2014 / 日本 / 剧情;;,那些静得只能听见呼吸的日子里，你明白孤独即生活。,8,小森林 夏秋篇 / リトル・フォレスト 夏・秋 / 小森食光 / 夏秋篇(台) 
导演:周星驰StephenChow/李力持Lik-ChiLee   主演:周星驰StephenCh...;1999 / 香港 / 喜剧剧情爱情;;,我是一个演员。,8,喜剧之王 / 喜劇之王 / King of Comedy
导演:黑泽明AkiraKurosawa   主演:三船敏郎ToshirôMifune/志村乔...;1954 / 日本 / 动作冒险剧情;;,时代悲歌。,9,七武士 / 七人の侍 / 七侠四义(港)  /  The Seven Samurai
导演:米林宏昌HiromasaYonebayashi   主演:志田未来MiraiShida/神木...;2010 / 日本 / 动画奇幻冒险;;,曾经的那段美好会沉淀为一辈子的记忆。,8,借东西的小人阿莉埃蒂 / 借りぐらしのアリエッティ / 借物少女艾莉缇(台)  /  借东西的小矮人亚莉亚蒂(港)
导演:罗启锐AlexLaw   主演:吴君如SandraNg/任达华SimonYam/钟绍...;2010 / 香港中国大陆 / 剧情家庭;;,岁月流逝，来日可追。,8,岁月神偷 / 歲月神偷 / 1969太空漫游  /  Echoes Of The Rainbow
导演:皮艾尔·柯芬PierreCoffin/克里斯·雷纳德ChrisRenaud   主演:...;2010 / 美国法国 / 喜剧动画冒险;;,Mr. I Don't Care其实也有Care的时候。,8,神偷奶爸 / Despicable Me / 卑鄙的我  /  坏蛋奖门人(港)
导演:奉俊昊Joon-hoBong   主演:宋康昊Kang-hoSong/金相庆Sang-kyun...;2003 / 韩国 / 犯罪剧情悬疑惊悚;;,关于连环杀人悬案的集体回忆。,8,杀人回忆 / 살인의 추억 / 谋杀回忆  /  杀手回忆录
导演:雅克·贝汉JacquesPerrin/雅克·克鲁奥德JacquesCluzaud   主演:...;2009 / 法国瑞士西班牙美国阿联酋 / 纪录片;;,大海啊，不全是水。,9,海洋 / Océans / Oceans  /  海洋
导演:理查德·柯蒂斯RichardCurtis   主演:休·格兰特HughGrant/柯林...;2003 / 英国美国法国 / 喜剧剧情爱情;;,爱，是个动词。,8,真爱至上 / Love Actually / 爱是您，爱是我(台)  /  真的恋爱了(港)
导演:詹姆斯·温JamesWan   主演:雷·沃纳尔LeighWhannell/加利·艾...;2004 / 美国 / 悬疑惊悚恐怖;;,真相就在眼前。,8,电锯惊魂 / Saw / 夺魂锯(台)  /  恐惧斗室(港)
导演:丹尼·鲍尔DannyBoyle/洛芙琳·坦丹LoveleenTandan   主演:戴夫...;2008 / 英国美国 / 剧情爱情;;,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,8,贫民窟的百万富翁 / Slumdog Millionaire / 贫民百万富翁(台)  /  一百万零一夜(港)
导演:保罗·格林格拉斯PaulGreengrass   主演:马特·达蒙MattDamon/...;2007 / 美国德国 / 动作悬疑惊悚;;,像吃了苏打饼一样干脆的电影。,8,谍影重重3 / The Bourne Ultimatum / 叛谍追击3：最后通牒(港)  /  神鬼认证：最后通牒 (台)
导演:李安AngLee   主演:赵文瑄WinstonChao/郎雄SihungLung/归亚...;1993 / 台湾美国 / 剧情喜剧爱情同性家庭;;,中国家庭的喜怒哀乐忍。,8,喜宴 / 囍宴 / The Wedding Banquet
导演:王家卫KarWaiWong   主演:张国荣LeslieCheung/张曼玉MaggieC...;1994 / 香港台湾 / 剧情动作爱情武侠古装;;,电影诗。,8,东邪西毒 / 東邪西毒 / Ashes of Time
导演:克里斯托弗·诺兰ChristopherNolan   主演:盖·皮尔斯GuyPearce/...;2000 / 美国 / 犯罪剧情悬疑惊悚;;,一个针管引发的血案。,8,记忆碎片 / Memento / 失忆  /  记忆拼图(台)
导演:巴瑞·莱文森BarryLevinson   主演:达斯汀·霍夫曼DustinHoffman...;1988 / 美国 / 剧情;;,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,8,雨人 / Rain Man / 手足情未了  /  手足情深
导演:彼特·道格特PeteDocter/大卫·斯沃曼DavidSilverman   主演:约...;2001 / 美国 / 儿童喜剧动画奇幻冒险;;,不要给它起名字，起了名字就有感情了。,8,"怪兽电力公司 / Monsters, Inc. / 怪兽公司(港)  /  怪物公司"
导演:达伦·阿罗诺夫斯基DarrenAronofsky   主演:娜塔莉·波特曼Natalie...;2010 / 美国 / 剧情惊悚;;,黑暗之美。,8,黑天鹅 / Black Swan / 夺命黑天鹅  /  霸王别鹅(豆友译名)
导演:吴宇森JohnWoo   主演:周润发Yun-FatChow/狄龙LungTi/张国...;1986 / 香港 / 动作犯罪;;,英雄泪短，兄弟情长。 ,8,英雄本色 / A Better Tomorrow  /  Gangland Boss
导演:科克·德·米科KirkDeMicco/克里斯·桑德斯ChrisSanders   主演...;2013 / 美国 / 喜剧动画冒险;;,老少皆宜，这就是好莱坞动画的魅力。,8,疯狂原始人 / The Croods / 古鲁家族(港 / 台) 
导演:爱德华·兹威克EdwardZwick   主演:安东尼·霍普金斯AnthonyHopki...;1994 / 美国 / 剧情爱情西部家庭;;,传奇，不是每个人都可以拥有。,8,燃情岁月 / Legends of the Fall / 秋日传奇  /  真爱一世情(台)
导演:特瑞·乔治TerryGeorge   主演:唐·钱德尔DonCheadle/苏菲·奥...;2004 / 英国南非意大利美国 / 剧情历史战争;;,当这个世界闭上双眼，他却敞开了怀抱。,8,卢旺达饭店 / Hotel Rwanda / 卢安达饭店(台)
导演:杰拉尔·乌里GérardOury   主演:路易·德·菲耐斯LouisdeFunès...;1966 / 法国英国 / 喜剧战争;;,永远看不腻的喜剧。,8,虎口脱险 / La grande vadrouille / 横冲直撞出重围(港)  /  大進擊(台)
导演:森淳一JunichiMori   主演:桥本爱AiHashimoto/三浦贵大Takahir...;2015 / 日本 / 剧情;;,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,8,小森林 冬春篇 / リトル・フォレスト 冬・春 / 小森食光 / 冬春篇(台) 
导演:李焕庆Hwan-kyeongLee   主演:柳承龙Seung-yongRyoo/朴信惠Shi...;2013 / 韩国 / 剧情喜剧家庭;;,《我是山姆》的《美丽人生》。,8,7号房的礼物 / 7번방의 선물 / 戆爸的礼物(港)  /  7号囚房的礼物
导演:尼克·卡索维茨NickCassavetes   主演:瑞恩·高斯林RyanGosling/...;2004 / 美国 / 剧情爱情;;,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,8,恋恋笔记本 / The Notebook / 深情日记  /  写我情真
导演:乔·怀特JoeWright   主演:凯拉·奈特莉KeiraKnightley/马修·...;2005 / 法国英国美国 / 剧情爱情;;,爱是摈弃傲慢与偏见之后的曙光。,8,傲慢与偏见 / Pride & Prejudice / 傲慢与偏见2005  /  Pride And Prejudice
导演:肯尼斯·罗纳根KennethLonergan   主演:卡西·阿弗莱克CaseyAffle...;2016 / 美国 / 剧情家庭;;,我们都有权利不与自己的过去和解。,8,海边的曼彻斯特 / Manchester by the Sea / 情系海边之城(港)  /  海曼
导演:大卫·叶茨DavidYates   主演:丹尼尔·雷德克里夫DanielRadcliffe...;2011 / 美国英国 / 剧情悬疑奇幻冒险;;,10年的完美句点。,8,哈利·波特与死亡圣器(下) / Harry Potter and the Deathly Hallows: Part 2 / 哈利波特7：死神的圣物2(港 / 台) 
导演:大森贵弘TakahiroOmori   主演:佐仓绫音AyaneSakura/内山昂辉K...;2011 / 日本 / 剧情爱情动画奇幻;;,触不到的恋人。,8,萤火之森 / 蛍火の杜へ / 萤火之社  /  Hotarubi no mori e
导演:克林特·伊斯特伍德ClintEastwood   主演:凯文·科斯特纳KevinCos...;1993 / 美国 / 剧情犯罪;;,坏人的好总是比好人的好来得更感人。,9,完美的世界 / A Perfect World / 强盗保镳
导演:弗朗西斯·福特·科波拉FrancisFordCoppola   主演:阿尔·帕西诺A...;1990 / 美国 / 剧情犯罪;;,任何信念的力量，都无法改变命运。,8,教父3 / The Godfather: Part III / 教父第三集  /  教父 III
导演:达米安·斯兹弗隆DamiánSzifron   主演:达里奥·葛兰帝内提Darío...;2014 / 阿根廷西班牙 / 剧情喜剧犯罪;;,始于荒诞，止于更荒诞。,8,荒蛮故事 / Relatos salvajes / 蛮荒故事  /  生命中最抓狂的小事(台)
导演:吴宇森JohnWoo   主演:周润发Yun-FatChow/张国荣LeslieCheung...;1991 / 香港 / 剧情喜剧动作犯罪;;,香港浪漫主义警匪动作片的巅峰之作。,8,纵横四海 / 緃横四海 / Once a Thief
导演:郭柯KeGuo   主演:;2015 / 中国大陆 / 纪录片;;,有一些东西不应该被遗忘。,8,二十二 / Twenty Two  /  22
导演:MervynLeRoy   主演:VivienLeigh/RobertTaylor/LucileWatson;1940 / 美国 / 剧情战争爱情;;,中国式内在的美国电影。,8,魂断蓝桥 / Waterloo Bridge / 滑铁卢桥  /  断桥残梦
导演:丹尼·博伊尔DannyBoyle   主演:伊万·麦克格雷格EwanMcGregor/...;1996 / 英国 / 犯罪剧情;;,不可猜的青春迷笛。 ,8,猜火车 / Trainspotting / 迷幻列车(港)  /  定位的火车
导演:细田守MamoruHosoda   主演:仲里依纱RiisaNaka/石田卓也Takuya...;2006 / 日本 / 剧情爱情科幻动画;;,爱上未来的你。 ,8,穿越时空的少女 / 時をかける少女 / 跳跃吧！时空少女(台)  /  Toki o kakeru shôjo
导演:李·昂克里奇LeeUnkrich   主演:汤姆·汉克斯TomHanks/蒂姆·艾...;2010 / 美国 / 喜剧动画奇幻冒险;;,跨度十五年的欢乐与泪水。,8,玩具总动员3 / Toy Story 3 / 反斗奇兵3(港)  /  玩具的故事3
导演:王家卫KarWaiWong   主演:梁朝伟TonyLeungChiuWai/张曼玉Ma...;2000 / 香港法国 / 剧情爱情;;,偷情本没有这样美。,8,花样年华 / 花樣年華 / In the Mood for Love
导演:StanleyDonen/GeneKelly   主演:GeneKelly/DonaldO'Connor/...;1952 / 美国 / 喜剧歌舞爱情;;,骨灰级歌舞片。,9,雨中曲 / Singin' in the Rain / 雨中情  /  万花嬉春
导演:忻钰坤YukunXin   主演:霍卫民WeiminHuo/王笑天XiaotianWang...;2014 / 中国大陆 / 剧情犯罪悬疑;;,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,8,心迷宫 / 殡棺  /  The Coffin in the Mountain
导演:理查德·柯蒂斯RichardCurtis   主演:多姆纳尔·格利森DomhnallGl...;2013 / 英国 / 剧情爱情奇幻;;,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,8,时空恋旅人 / About Time / 时空旅恋人  /  回到最爱的一天(港)
导演:李力持Lik-ChiLee   主演:周星驰StephenChow/巩俐LiGong/陈...;1993 / 香港 / 喜剧爱情古装;;,华太师是黄霑，吴镇宇四大才子之一。,8,唐伯虎点秋香 / 唐伯虎點秋香 / Flirting Scholar
导演:唐·霍尔DonHall/克里斯·威廉姆斯ChrisWilliams   主演:斯科特...;2014 / 美国 / 喜剧动作科幻动画冒险;;,Balalala~~~,8,超能陆战队 / Big Hero 6 / 大英雄联盟(港)  /  大英雄天团(台)
导演:杰茜·尼尔森JessieNelson   主演:SeanPenn/DakotaFanning/Mi...;2001 / 美国 / 剧情家庭;;,爱并不需要智商 。,8,我是山姆 / I Am Sam / 不一样的爸爸(港)  /  他不笨，他是我爸爸(台)
导演:克里斯托弗·诺兰ChristopherNolan   主演:克里斯蒂安·贝尔Christ...;2012 / 美国英国 / 剧情动作科幻犯罪惊悚;;,诺兰就是保证。,8,蝙蝠侠：黑暗骑士崛起 / The Dark Knight Rises / 蝙蝠侠前传3：黑暗骑士崛起  /  黑暗骑士：黎明升起(台)
导演:史蒂文·斯皮尔伯格StevenSpielberg   主演:海利·乔·奥斯蒙Haley...;2001 / 美国 / 冒险剧情科幻;;,对爱的执着，可以超越一切。,8,人工智能 / Artificial Intelligence: AI / AI人工智慧
导演:丹尼斯·甘塞尔DennisGansel   主演:尤尔根·沃格尔JürgenVogel...;2008 / 德国 / 剧情惊悚;;,世界离独裁只有五天。,8,浪潮 / Die Welle / 恶魔教室(台)  /  白恤暴潮(港)
导演:卡洛斯·沙尔丹哈CarlosSaldanha/克里斯·韦奇ChrisWedge   主演...;2002 / 美国 / 喜剧动画冒险;;,松鼠才是角儿。,8,冰川时代 / Ice Age / 冰河世纪  /  冰原历险记
导演:汤姆·提克威TomTykwer   主演:本·卫肖BenWhishaw/艾伦·瑞克...;2006 / 德国法国西班牙美国 / 剧情犯罪奇幻;;,一个单凭体香达到高潮的男人。,8,香水 / Perfume: The Story of a Murderer / 香水：一个杀人犯的故事  /  香水：一个谋杀犯的故事
导演:史蒂芬·戴德利StephenDaldry   主演:凯特·温丝莱特KateWinslet...;2008 / 美国德国 / 剧情爱情;;,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,8,朗读者 / The Reader / 为爱朗读(台)  /  读爱(港)
导演:卢卡·圭达尼诺LucaGuadagnino   主演:蒂莫西·柴勒梅德Timothée...;2017 / 意大利法国巴西美国 / 剧情爱情同性;;,沉醉在电影的情感和视听氛围中无法自拔。,8,请以你的名字呼唤我 / Call Me by Your Name / 以你的名字呼唤我(港 / 台) 
导演:黑泽明AkiraKurosawa   主演:三船敏郎ToshirôMifune/千秋实...;1950 / 日本 / 犯罪剧情悬疑;;,人生的N种可能性。,8,罗生门 / 羅生門 / Rashomon
导演:达米安·沙泽勒DamienChazelle   主演:迈尔斯·特勒MilesTeller/...;2014 / 美国 / 剧情音乐;;,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,8,爆裂鼓手 / Whiplash / 鼓动真我(港)  /  进击的鼓手(台)
导演:克里斯托弗·诺兰ChristopherNolan   主演:杰里米·西奥伯德Jeremy...;1998 / 英国 / 犯罪悬疑惊悚;;,诺兰的牛逼来源于内心散发出的恐惧。,8,追随 / Following / 跟踪(台)  /  致命追踪
导演:阿斯哈·法哈蒂AsgharFarhadi   主演:佩曼·莫阿迪PeymanMoadi/...;2011 / 伊朗法国 / 剧情家庭;;,只有有信仰的人才能说出事实真相。,8,一次别离 / جدایی نادر از سیمین / 分居风暴(台)  /  伊朗式分居(港)
导演:今敏SatoshiKon   主演:岩男润子JunkoIwao/松本梨香RicaMatsu...;1997 / 日本 / 动画奇幻惊悚;;,好的剧本是，就算你猜到了结局也猜不到全部。,8,未麻的部屋 / Perfect Blue / 蓝色的恐惧  /  蓝色恐惧
导演:梅尔·吉布森MelGibson   主演:安德鲁·加菲尔德AndrewGarfield/...;2016 / 美国澳大利亚 / 剧情传记历史战争;;,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,8,血战钢锯岭 / Hacksaw Ridge / 钢锯岭  /  钢铁英雄(台)
导演:保罗·哈吉斯PaulHaggis   主演:桑德拉·布洛克SandraBullock/...;2004 / 美国德国 / 犯罪剧情;;,天使与魔鬼的冲撞。,8,撞车 / Crash / 冲击效应  /  冲撞
导演:陆川ChuanLu   主演:多布杰Duobujie/张磊LeiZhang/亓亮QiL...;2004 / 中国大陆香港 / 剧情犯罪;;,坚硬的信仰。,8,可可西里 / Kekexili: Mountain Patrol
导演:安德鲁·尼科尔AndrewNiccol   主演:尼古拉斯·凯奇NicolasCage/...;2005 / 美国法国 / 剧情犯罪;;,做一颗让别人需要你的棋子。,8,战争之王 / Lord of War / 军火之王(台 / 港) 
导演:克里斯托弗·史密斯ChristopherSmith   主演:梅利莎·乔治Melissa...;2009 / 英国澳大利亚 / 剧情悬疑惊悚;;,不要企图在重复中寻找已经失去的爱。,8,恐怖游轮 / Triangle / 汪洋血迷宮(台)  /  轮回三角
导演:阿米尔·汗AamirKhan   主演:达席尔·萨法瑞DarsheelSafary/阿...;2007 / 印度 / 剧情儿童家庭;;,天使保护事件始末。,8,地球上的星星 / Taare Zameen Par / 心中的小星星(台)  /  每一个孩子都是特别的
导演:达伦·阿伦诺夫斯基DarrenAronofsky   主演:艾伦·伯斯汀EllenBur...;2000 / 美国 / 剧情;;,一场没有春天的噩梦。,8,梦之安魂曲 / Requiem for a Dream / 噩梦挽歌(台)  /  迷上瘾(港)
导演:让-马克·瓦雷Jean-MarcVallée   主演:马修·麦康纳MatthewMcCon...;2013 / 美国 / 剧情传记同性;;,Jared Leto的腿比女人还美！,8,达拉斯买家俱乐部 / Dallas Buyers Club / 续命枭雄(港)  /  药命俱乐部(台)
导演:昆汀·塔伦蒂诺QuentinTarantino   主演:杰米·福克斯JamieFoxx/...;2012 / 美国 / 剧情动作西部冒险;;,热血沸腾，那个低俗、性感的无耻混蛋又来了。,8,被解救的姜戈 / Django Unchained / 被解放的姜戈  /  决杀令(台)
导演:王家卫KarWaiWong   主演:张国荣LeslieCheung/张曼玉MaggieC...;1990 / 香港 / 犯罪剧情爱情;;,王家卫是一种风格，张国荣是一个代表。,8,阿飞正传 / 阿飛正傳 / Days of Being Wild
导演:杨德昌EdwardYang   主演:张震ChenChang/杨静怡LisaYang/张...;1991 / 台湾 / 剧情犯罪;;,弱者送给弱者的一刀。,8,牯岭街少年杀人事件 / 牯嶺街少年殺人事件 / A Brighter Summer Day
导演:道格·里曼DougLiman   主演:马特·达蒙MattDamon/弗兰卡·波坦...;2002 / 美国德国捷克 / 动作悬疑惊悚;;,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,8,谍影重重 / The Bourne Identity / 叛谍追击(港)  /  神鬼认证(台)
导演:宫崎骏HayaoMiyazaki   主演:高山南MinamiTakayama/佐久间玲Re...;1989 / 日本 / 动画奇幻冒险;;,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,8,魔女宅急便 / 魔女の宅急便 / 魔女琪琪(台)  /  小魔女限时专送
导演:保罗·格林格拉斯PaulGreengrass   主演:马特·达蒙MattDamon/...;2004 / 美国德国 / 动作悬疑惊悚;;,谁说王家卫镜头很晃？,8,谍影重重2 / The Bourne Supremacy / 叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台)
导演:卡比尔·汗KabirKhan   主演:萨尔曼·汗SalmanKhan/哈莎莉·马...;2015 / 印度 / 剧情喜剧动作,,8,小萝莉的猴神大叔 / Bajrangi Bhaijaan / 娃娃返乡任务(台)  /  宝莱坞之钢铁奶爸(台)
导演:伦尼·阿伯拉罕森LennyAbrahamson   主演:布丽·拉尔森BrieLarson...;2015 / 爱尔兰加拿大英国美国 / 剧情家庭;;,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,8,房间 / Room / 不存在的房间(台)  /  抖室(港)
导演:彼特·道格特PeteDocter/罗纳尔多·德尔·卡门RonaldoDelCarmen  &nb...;2015 / 美国 / 喜剧动画冒险;;,愿我们都不用长大，每一座城堡都能永远存在。,8,头脑特工队 / Inside Out / 玩转脑朋友(港)  /  脑筋急转弯(台)
导演:AlfredHitchcock   主演:JanetLeigh/AnthonyPerkins/VeraMiles;1960 / 美国 / 悬疑惊悚恐怖;;,故事的反转与反转，分裂电影的始祖。,8,惊魂记 / Psycho / 精神病患者  /  触目惊心
导演:SeijirôKôyama   主演:山本圭KeiYamamoto/井川比佐志Hisa...;1987 / 日本 / 剧情;;,养狗三日，便会对你终其一生。,9,忠犬八公物语 / ハチ公物語 / 八千公物语  /  阿八的故事
导演:LucBesson   主演:让-马克·巴尔Jean-MarcBarr/让·雷诺JeanRe...;1988 / 法国美国意大利 / 剧情爱情;;,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,8,碧海蓝天 / Le grand bleu / 碧海情深  /  夜海倾情
导演:约翰·卡尼JohnCarney   主演:凯拉·奈特莉KeiraKnightley/马克...;2013 / 美国 / 喜剧爱情音乐;;,爱我就给我看你的播放列表。,8,再次出发之纽约遇见你 / Begin Again / 再次出发  /  歌曲改变人生
导演:徐克HarkTsui   主演:张曼玉MaggieCheung/王祖贤JoeyWang/...;1993 / 香港 / 剧情奇幻古装;;,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,8,青蛇 / Green Snake
导演:小津安二郎YasujirôOzu   主演:笠智众ChishûRyû/原节...;1953 / 日本 / 剧情家庭;;,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,9,东京物语 / 東京物語 / 东京故事  /  Tokyo Story
导演:严定宪DingxianYan/王树忱ShuchenWang   主演:梁正晖Zhenghui...;1979 / 中国大陆 / 冒险动画奇幻;;,想你时你在闹海。,8,哪吒闹海 / Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai
导演:新海诚MakotoShinkai   主演:水桥研二KenjiMizuhashi/近藤好美...;2007 / 日本 / 动画剧情爱情;;,青春就是放弃和怀念。,8,秒速5厘米 / 秒速5センチメートル / 秒速五厘米  /  秒速5公分
导演:雷德利·斯科特RidleyScott   主演:吉娜·戴维斯GeenaDavis/苏...;1991 / 美国法国 / 犯罪剧情惊悚;;,没有了退路，只好飞向自由。,8,末路狂花 / Thelma & Louise / 塞尔玛与路易丝  /  末路狂花
导演:理查德·柯蒂斯RichardCurtis   主演:比尔·奈伊BillNighy/肯尼...;2009 / 英国德国法国 / 剧情喜剧音乐;;,生命不止，摇滚不死。,8,海盗电台 / The Boat That Rocked / 出位乐人谷(港)  /  海盗电波
导演:莫腾·泰杜姆MortenTyldum   主演:本尼迪克特·康伯巴奇BenedictC...;2014 / 英国美国 / 剧情传记战争同性;;,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,8,模仿游戏 / The Imitation Game / 解码游戏(港)  /  模拟游戏
导演:FrankDarabont   主演:汤姆·汉克斯TomHanks/大卫·摩斯DavidM...;1999 / 美国 / 犯罪剧情奇幻悬疑;;,天使暂时离开。,8,绿里奇迹 / The Green Mile / 绿色奇迹(台)  /  绿色英里
导演:詹姆斯·卡梅隆JamesCameron   主演:阿诺·施瓦辛格ArnoldSchwarz...;1991 / 美国法国 / 动作科幻;;,少见的超越首部的续集，动作片中的经典。,8,终结者2：审判日 / Terminator 2: Judgment Day / 终结者2  /  终结者2：末日审判
导演:邓肯·琼斯DuncanJones   主演:杰克·吉伦哈尔JakeGyllenhaal/...;2011 / 美国加拿大 / 科幻悬疑惊悚;;,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,8,源代码 / Source Code / 启动原始码(台)  /  危机解密(港)
导演:AndyWachowski/LarryWachowski   主演:KeanuReeves/LaurenceF...;2003 / 美国澳大利亚 / 动作科幻;;,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,8,黑客帝国3：矩阵革命 / The Matrix Revolutions / 骇客任务完结篇：最后战役  /  廿二世纪杀人网络3：惊变世纪
导演:李惠民RaymondLee   主演:张曼玉MaggieCheung/林青霞Brigitte...;1992 / 香港中国大陆 / 剧情动作武侠古装;;,嬉笑怒骂，调风动月。,8,新龙门客栈 / 新龍門客棧 / New Dragon Gate Inn
导演:迈克尔·贝MichaelBay   主演:肖恩·康纳利SeanConnery/尼古拉...;1996 / 美国 / 动作冒险;;,类型片的极致。 ,8,勇闯夺命岛 / The Rock / 石破天惊  /  绝地任务
导演:理查德·沙因克曼RichardSchenkman   主演:大卫·李·史密斯David...;2007 / 美国 / 剧情科幻;;,科幻真正的魅力不是视觉效果能取代的。 ,8,这个男人来自地球 / The Man from Earth / 地球不死人(港)  /  这个人来自洞穴
导演:汉内斯·赫尔姆HannesHolm   主演:罗夫·拉斯加德RolfLassgård...;2015 / 瑞典 / 剧情;;,惠及一生的美丽。,8,一个叫欧维的男人决定去死 / En man som heter Ove / 明天别再来敲门(台)  /  想死冇咁易(港)
